business_id,year,turnover,turnover_change_pct,operating_profit,operating_margin_pct,solvency_ratio,balance_sheet_total,num_employees,ebitda_margin_pct,roi_pct,equity_total,net_income,quick_ratio,current_ratio
26841051,2023,156000.0,-78.00,-206000.0,-117.30,0.69,419000,5,-95.50,-27.80,375000,-183000.0,25.20,25.20
26841051,2022,710000.0,-28.10,-11000.0,-2.80,0.65,762000,10,2.00,11.70,592000,-20000.0,6.10,6.20
26841051,2021,987000.0,75.10,473000.0,48.60,0.62,1020000,7,52.10,108.80,643000,480000.0,9.90,3.20
26841051,2020,564000.0,16.00,78000.0,34.00,0.11,1074309,,40.00,77.60,169967,192000.0,23.40,1.20
26841051,2019,486000.0,452.30,59000.0,18.30,-0.15,1574000,4,25.30,44.30,91000,89000.0,16.20,1.00
30192269,2023,1026000.0,32.40,-450000.0,-43.50,0.67,2661000,13,-29.70,-36.20,1493000,-446000.0,6.40,2.50
30192269,2022,775000.0,100.80,-134000.0,-16.70,0.02,1082000,,-3.50,-49.80,13000,-132000.0,1.80,0.60
30192269,2021,386000.0,115.30,-299000.0,-69.60,0.01,589000,11,-56.80,-288.70,2000,-293000.0,1.20,0.50
30192269,2020,239000.0,,0.0,1.10,0.01,283000,,7.10,2.00,1000,3000.0,2.40,1.10
27621042,2023,438000.0,12.30,20000.0,5.00,0.32,307000,5,10.20,11.10,72000,22000.0,2.40,1.20
27621042,2022,390000.0,29.10,11000.0,2.60,0.21,296000,4,8.50,6.90,52000,10000.0,1.90,1.20
27621042,2021,302000.0,9.80,-49000.0,-17.20,0.18,246000,4,-9.60,-21.90,42000,-52000.0,1.10,0.90
27621042,2020,275000.0,53.60,0.0,1.20,0.31,291000,4,8.40,1.70,91000,4000.0,2.20,2.20
27621042,2019,179000.0,94.60,1000.0,1.10,0.35,262000,4,10.60,0.60,91000,2000.0,1.70,1.70
26919568,2023,,,-41000.0,,-1.05,169000,1,,-11.70,-177000,-39000.0,0.00,5.60
26919568,2022,,,-19000.0,,-0.79,171000,1,,-5.30,-135000,-16000.0,0.10,5.70
26919568,2021,,,-15000.0,,-0.81,144000,1,,-3.50,-116000,-13000.0,0.00,5.00
26919568,2020,,,-88000.0,,-1.90,144000,1,,-21.00,-274000,-85000.0,0.00,4.50
26919568,2019,,,-93000.0,,-0.86,217320,1,,-23.50,-186430,-89000.0,0.20,3.30
27036425,2023,1559000.0,-1.10,-1026000.0,-60.90,-0.83,3576000,8,-14.40,-17.40,3000,-949000.0,0.80,0.80
27036425,2022,1576000.0,8.50,-1375000.0,-78.70,-0.68,2833000,,-33.00,-32.50,136000,-1248000.0,0.80,0.80
27036425,2021,1452000.0,30.50,-924000.0,-49.40,-0.32,2433000,5,-19.60,-34.50,5000,-866000.0,0.60,0.60
27036425,2020,1113000.0,61.50,-742000.0,-49.00,0.09,1986000,,-17.90,-35.70,221000,-688000.0,13.70,13.70
27036425,2019,689000.0,83.70,-506000.0,-71.40,-0.07,1864000,5,-25.00,-28.30,13000,-492000.0,1.10,1.10
27115211,2024,380000.0,4.70,13000.0,3.70,0.79,118000,1,3.90,15.30,92000,14000.0,4.50,4.40
27115211,2023,363000.0,-19.90,-8000.0,-1.90,0.84,94000,1,-1.60,-9.00,79000,-7000.0,5.90,6.00
27115211,2022,453000.0,1.80,1000.0,0.40,0.74,116000,,0.90,2.10,86000,2000.0,3.70,3.70
27115211,2021,445000.0,61.20,32000.0,9.00,0.71,120000,,9.40,51.90,85000,40000.0,3.20,3.20
27115211,2020,276000.0,112.30,39000.0,17.00,0.71,75000,2,18.10,117.50,53000,47000.0,2.90,3.00
29386576,2023,,,-4000.0,,-31.00,1000,0,,-14.30,-7000,-4000.0,0.10,0.10
29386576,2022,5000.0,-54.50,-6000.0,-100.00,-6.75,4000,1,-66.70,-22.60,-3000,-6000.0,0.30,0.30
29386576,2021,11000.0,,-1000.0,-7.70,-3.00,7000,1,7.70,-4.10,3000,-1000.0,0.80,0.80
29386576,2020,,,-6000.0,,-2.86,7000,2,,-27.30,1000,-6000.0,0.10,0.20
29386576,2019,5000.0,,-17000.0,-320.00,-1.75,8000,2,-280.00,-63.80,0,-16000.0,0.00,0.00
29105543,2023,2107000.0,105.40,-994000.0,-42.60,0.77,1615000,47,-42.60,-55.70,1234000,-951000.0,2.90,2.90
29105543,2022,1026000.0,127.00,-879000.0,-81.70,0.92,2416000,18,-81.70,-70.30,2228000,-879000.0,12.40,12.30
29105543,2021,452000.0,83.70,-291000.0,-63.50,0.72,286000,7,-63.50,-174.00,207000,-289000.0,3.60,3.60
29105543,2020,246000.0,62.90,66000.0,28.30,0.42,132000,4,28.30,116.80,76000,80000.0,2.40,2.40
29105543,2019,151000.0,1018.50,7000.0,4.60,-0.23,39000,3,4.60,24.10,11000,7000.0,1.40,1.40
27460648,2024,1053000.0,9.30,65000.0,7.80,0.92,1747000,6,8.10,5.10,1601000,82000.0,11.30,11.80
27460648,2023,963000.0,11.60,132000.0,14.50,0.92,1662000,6,14.80,10.90,1536000,140000.0,12.50,13.10
27460648,2022,863000.0,34.40,59000.0,8.10,0.93,1541000,5,8.40,5.20,1404000,72000.0,14.30,11.00
27460648,2021,642000.0,6.30,98000.0,11.10,0.94,1435000,5,11.60,7.80,1346000,97000.0,15.70,15.50
27460648,2020,604000.0,-28.90,5000.0,0.60,0.93,1344000,5,0.80,0.40,1247000,5000.0,13.90,13.80
27905635,2024,156000.0,-11.40,2000.0,1.30,0.38,34000,2,7.50,5.10,13000,2000.0,0.80,0.80
27905635,2023,176000.0,-11.60,-7000.0,-2.20,0.33,57000,2,3.20,-6.20,19000,-4000.0,0.80,0.80
27905635,2022,199000.0,3.10,7000.0,5.50,0.37,90000,2,10.00,17.30,33000,12000.0,0.90,0.90
27905635,2021,193000.0,85.60,9000.0,6.70,0.47,73000,2,12.40,22.00,34000,13000.0,0.60,0.60
27905635,2020,104000.0,-32.90,0.0,2.60,0.49,61000,2,11.20,5.00,30000,3000.0,0.50,0.50
29484264,2023,247000.0,18.20,17000.0,7.70,0.09,247000,2,53.00,10.20,20000,19000.0,1.30,0.90
29484264,2022,209000.0,-6.30,-16000.0,-7.20,0.02,194000,2,22.00,-7.60,4000,-15000.0,4.00,3.50
29484264,2021,223000.0,28.20,-1000.0,-0.40,0.10,276000,3,14.30,-0.70,20000,-1000.0,6.80,2.20
29484264,2020,174000.0,262.50,-36000.0,-16.20,0.18,138000,3,-16.20,-43.20,21000,-36000.0,4.90,2.80
29484264,2019,60000.0,,-1000.0,-1.40,0.79,103000,1,-1.40,-1.20,54000,-1000.0,7.40,2.10
30010496,2023,5417000.0,23.10,-127000.0,-1.50,0.03,1379000,45,-0.60,-25.40,36000,-79000.0,1.00,1.00
30010496,2022,4402000.0,6.40,53000.0,1.60,0.15,1345000,32,2.70,14.90,201000,71000.0,1.10,1.10
30010496,2021,4139000.0,21.20,485000.0,14.70,0.27,1954000,27,15.10,125.30,530000,609000.0,1.30,1.30
30010496,2020,3416000.0,,342000.0,12.60,0.24,1478000,22,12.70,210.80,345000,430000.0,1.20,1.20
30010496,2019,,,0.0,,1.00,2000,,,,3000,0.0,,
31356587,2023,46000.0,,-635000.0,-612.00,-4.62,284000,8,-612.00,-44.60,128000,-612000.0,1.80,1.80
31356587,2022,,,-524000.0,-806.20,-0.91,704000,6,-806.20,-41.40,-144000,-524000.0,7.70,7.70
31356587,2021,52000.0,,-219000.0,-421.20,-0.10,1183000,,-421.20,-17.30,-120000,-219000.0,39.30,26.20
27654119,2023,528000.0,134.70,8000.0,3.30,0.14,2012000,,25.90,1.70,588000,30000.0,0.70,0.70
27654119,2022,225000.0,-43.90,-652000.0,-221.90,-0.05,1660000,11,-148.10,-36.50,230310,-628000.0,0.20,0.20
27654119,2021,401000.0,13.40,-308000.0,-70.60,0.19,1996534,,-28.70,-15.80,681507,-283000.0,0.70,0.70
27654119,2020,353000.0,30.70,-320000.0,-81.90,0.18,1863569,7,-43.80,-18.60,649098,-289000.0,1.20,1.20
27654119,2019,338000.0,-10.50,-494000.0,-139.90,0.12,1511000,10,-137.30,-30.10,487824,-473000.0,0.30,0.30
28152858,2024,1864000.0,170.10,-504000.0,-30.80,0.94,8166000,25,-4.20,-6.10,7712000,-686000.0,15.90,15.90
28152858,2023,690000.0,143.80,91000.0,1.50,0.95,8690000,19,9.90,2.60,8214000,32000.0,23.40,23.30
28152858,2022,283000.0,-17.70,-22000.0,-0.20,0.09,1349000,13,17.60,-0.30,122000,-2000.0,0.70,0.70
28152858,2021,344000.0,-67.30,-297000.0,-52.00,0.16,912000,12,-30.30,-33.80,146000,-292000.0,2.70,2.70
28152858,2020,1053000.0,65.60,130000.0,11.40,0.43,1026000,10,21.80,15.10,443000,134000.0,3.30,3.30
31883467,2023,11000.0,37.50,-1000.0,-9.10,0.00,26000,,45.50,-2.70,18000,-1000.0,0.40,0.40
31883467,2022,8000.0,-61.40,-13000.0,-52.20,-0.26,39000,1,-52.20,-25.80,8000,-12000.0,0.10,0.20
31883467,2021,19000.0,,-17000.0,-31.50,0.06,50000,,-31.50,-41.20,21000,-17000.0,0.70,1.70
26900592,2023,1858000.0,-13.90,-122000.0,-5.80,-0.07,553000,5,-3.00,-42.10,-11000,-108000.0,0.90,0.80
26900592,2022,2157000.0,-7.10,-473000.0,-19.70,-0.01,659569,9,-17.60,-159.40,13862,-445000.0,1.30,0.90
26900592,2021,2322000.0,42.50,-425000.0,-15.20,-0.17,677000,,-13.80,-130.00,-65000,-414000.0,1.20,0.80
26900592,2020,1629000.0,-2.90,-220000.0,-12.00,0.02,669000,,-10.80,-77.70,24000,-207000.0,2.30,1.40
26900592,2019,1678000.0,19.00,4000.0,0.50,0.12,367000,,1.10,4.90,51000,8000.0,1.40,1.10
31820255,2023,,,4000.0,,-19.00,5000,0,,8.40,-95000,9000.0,0.00,0.00
31820255,2022,,,-19000.0,,-5.50,18000,1,,-13.00,-99000,-14000.0,0.10,0.10
31820255,2021,,,-80000.0,,-2.86,28000,1,,-73.30,-80000,-74000.0,0.40,0.40
30183733,2023,38000.0,40.70,9000.0,23.70,0.55,22000,2,23.70,51.40,17000,9000.0,4.40,3.70
30183733,2022,27000.0,170.00,-13000.0,-43.30,-0.44,9000,3,-43.30,-76.50,8000,-13000.0,9.00,9.00
30183733,2021,10000.0,-58.30,-14000.0,-23.30,0.43,21000,3,-23.30,-121.70,21000,-14000.0,,
30183733,2020,34000.0,,2000.0,6.80,0.22,9000,3,6.80,105.90,2000,3000.0,1.40,1.40
28535349,2023,39000.0,56.60,-168000.0,-400.00,-2.75,221000,3,-120.50,-21.90,-236000,-156000.0,1.10,1.00
28535349,2022,25000.0,149.10,-177000.0,-693.40,-1.76,249027,,-194.80,-23.40,-113689,-173000.0,0.30,0.30
28535349,2021,10000.0,900.00,-196000.0,-1870.00,-1.46,352000,3,-630.00,-24.70,-7000,-187000.0,0.70,0.70
28535349,2020,1000.0,,-169000.0,-1481.80,-0.76,421000,5,-672.70,-27.40,1000,-163000.0,0.10,0.10
28535349,2019,,,-269000.0,-5875.00,-0.38,408000,5,-5150.00,-68.30,50000,-235000.0,0.30,0.30
31187461,2023,29000.0,7.40,-14000.0,-13.60,-2.60,30000,,10.60,-8.20,-68000,-9000.0,0.50,0.50
31187461,2022,27000.0,-50.00,-78000.0,-266.70,-1.25,51000,,-207.40,-71.30,-64000,-72000.0,0.70,0.70
31187461,2021,54000.0,725.00,5000.0,14.80,0.15,91000,3,46.30,16.80,14000,8000.0,1.40,1.30
31187461,2020,6000.0,,-1000.0,-16.70,-0.33,3000,5,0.00,-27.30,-1000,-1000.0,0.00,0.00
28758753,2023,951000.0,-28.40,-535000.0,-53.10,0.12,1613000,14,-28.20,-39.00,193000,-505000.0,0.10,0.10
28758753,2022,1329000.0,95.40,-269000.0,-19.40,0.50,1465000,16,-9.80,-19.00,727000,-258000.0,2.40,2.40
28758753,2021,680000.0,50.10,-14000.0,-0.40,0.63,1575000,8,5.70,-0.20,1012000,-3000.0,9.40,9.50
28758753,2020,453000.0,978.60,139000.0,32.70,0.04,501000,5,40.40,40.90,85000,148000.0,2.10,2.10
28758753,2019,42000.0,51.70,-76000.0,-164.30,-0.38,312000,5,-92.90,-44.40,7000,-69000.0,0.70,0.70
28335785,2024,,,-1000.0,,1.00,1000,0,,-100.00,1000,-1000.0,,
28335785,2023,,,-1000.0,,1.00,1000,0,,-100.00,1000,-1000.0,,
28335785,2022,2000.0,100.00,-2000.0,-100.00,1.00,1000,0,-50.00,-133.30,3000,-2000.0,,
28335785,2021,1000.0,,-3000.0,-300.00,1.00,2000,0,-200.00,-120.00,2000,-3000.0,,
28335785,2020,,,-2000.0,,1.00,3000,0,,-66.70,4000,-2000.0,,
27527259,2024,852000.0,10.40,-590000.0,-26.90,-0.21,3500000,18,1.00,-27.40,-521000,-543000.0,0.90,0.70
27527259,2023,772000.0,-36.00,-696000.0,-71.10,-0.05,2882000,7,-21.10,-42.90,-92000,-668000.0,1.10,0.70
27527259,2022,1508000.0,2.60,-392000.0,-21.30,0.31,1973635,7,6.70,-16.70,603560,-380000.0,1.10,1.60
27527259,2020,1176000.0,124.90,-44000.0,-2.00,0.46,2161000,7,19.60,-1.70,996000,-30000.0,2.60,3.30
27527259,2019,523000.0,530.10,-500000.0,-89.70,0.34,1546000,9,-47.70,-32.10,520000,-487000.0,0.50,1.10
27345463,2023,20000.0,-56.50,-4000.0,-20.00,0.76,29000,0,-20.00,-12.30,22000,-4000.0,4.10,4.10
27345463,2022,46000.0,-19.30,-220000.0,-478.30,0.25,59000,2,-473.90,-698.40,15000,-220000.0,1.30,1.30
27345463,2021,57000.0,67.60,-206000.0,-361.40,0.15,46000,3,-347.40,-1525.90,7000,-206000.0,1.20,1.10
27345463,2020,34000.0,-67.30,-186000.0,-547.10,0.13,40000,2,-470.60,-3381.80,5000,-186000.0,0.90,0.90
27345463,2019,104000.0,-30.70,-101000.0,-100.00,-0.68,50000,2,-75.00,-161.20,-34000,-104000.0,0.20,0.20
29321668,2023,85000.0,254.20,-492000.0,-575.30,-1.11,752000,6,-475.30,-44.30,-118000,-489000.0,0.40,0.40
29321668,2022,24000.0,242.90,-187000.0,-775.00,-0.73,464000,2,-529.20,-28.10,174000,-186000.0,0.50,0.50
29321668,2021,7000.0,0.00,-223000.0,-3157.10,-0.34,446000,3,-2471.40,-40.00,261000,-221000.0,2.10,2.20
29321668,2020,7000.0,-47.80,-90000.0,-156.10,-0.68,341000,2,-91.20,-18.90,183000,-89000.0,1.10,1.10
29321668,2019,19000.0,,-119000.0,-626.30,-0.37,312000,3,-421.10,-20.80,84000,-119000.0,1.40,1.40
29294938,2024,1000.0,-50.00,0.0,0.00,-25.00,1000,0,0.00,0.00,-25000,0.0,0.00,0.00
29294938,2023,2000.0,100.00,1000.0,50.00,-24.00,1000,0,50.00,3.90,-24000,1000.0,,
29294938,2022,1000.0,0.00,-2000.0,-200.00,-25.00,1000,0,0.00,-7.70,-25000,-2000.0,0.00,0.00
29294938,2021,1000.0,-66.70,-3000.0,-300.00,-7.67,3000,,-100.00,-11.80,-23000,-3000.0,,
29294938,2020,3000.0,325.00,-1000.0,-33.30,-3.17,6000,,33.30,-3.90,-19000,-1000.0,,
26898218,2023,42000.0,-21.90,18000.0,57.10,-0.04,223000,,57.10,13.90,41000,24000.0,3.10,3.60
26898218,2022,54000.0,41.50,8000.0,24.90,-0.13,206854,1,24.90,7.10,23026,13000.0,2.60,3.00
26898218,2021,38000.0,100.00,21000.0,42.10,-0.16,209000,,42.10,17.70,16000,24000.0,3.10,3.40
26898218,2020,19000.0,-76.50,-14000.0,-43.50,-0.68,81000,,-34.80,-12.00,-6000,-10000.0,1.40,1.50
26898218,2019,81000.0,62.00,7000.0,11.10,-0.59,68000,,13.60,10.60,9000,9000.0,2.40,2.60
33267684,2023,35000.0,,0.0,2.50,0.44,1604000,,2.50,,1000000,1000.0,2.60,2.60
29132242,2023,1229000.0,-69.00,-3442000.0,-203.40,-2.19,3701000,14,-152.30,-30.90,1214000,-2667000.0,0.60,0.90
29132242,2022,3970000.0,213.60,-3548000.0,-81.80,-1.29,3488000,13,-75.50,-82.90,969000,-3250000.0,2.00,1.80
29132242,2021,1477000.0,93.30,-1945000.0,-125.20,-0.86,1476000,10,-120.70,-197.10,217000,-1903000.0,2.80,1.40
29132242,2020,655000.0,106.00,-652000.0,-77.70,0.34,601000,4,-74.50,-354.40,177000,-638000.0,2.70,1.90
29132242,2019,477000.0,,-271000.0,-30.10,-0.35,284000,4,-27.70,-150.60,29000,-253000.0,1.30,0.90
32309475,2024,,,-93000.0,,0.77,13000,,,-142.00,10000,-93000.0,4.30,4.30
32309475,2023,2000.0,,-138000.0,-246.40,0.89,118000,,-246.40,-128.30,105000,-138000.0,9.00,9.00
32309475,2022,,,-47000.0,-949.40,0.69,127031,,-949.40,-36.60,87578,-47000.0,3.20,3.20
31575544,2023,9000.0,-18.20,-50000.0,-544.40,0.36,259000,,-455.60,-25.20,92000,-49000.0,0.40,0.40
31575544,2022,11000.0,33.30,-49000.0,-436.40,0.43,192000,3,-345.50,-20.30,82000,-48000.0,2.00,1.90
31575544,2021,11000.0,,-169000.0,-1536.40,-0.65,184000,2,-1418.20,-43.60,-119000,-169000.0,2.70,2.70
29357054,2024,285000.0,20.30,-136000.0,-19.30,0.06,660000,7,10.70,-19.80,35000,-103000.0,0.30,0.20
29357054,2023,237000.0,107.90,-332000.0,-130.80,-0.11,753000,8,-85.70,-51.70,-70000,-310000.0,0.70,0.50
29357054,2022,114000.0,48.10,-282000.0,-187.90,0.19,684000,7,-57.10,-53.00,127000,-263000.0,1.40,1.40
29357054,2021,77000.0,266.70,-146000.0,-171.10,0.40,433000,3,-42.20,-48.00,175000,-142000.0,2.00,2.00
29357054,2020,21000.0,14.40,-152000.0,-569.20,0.53,240000,3,-388.50,-101.40,127000,-148000.0,3.60,3.70
28176569,2023,,,-682000.0,-197.90,0.50,677000,8,-162.80,-102.10,339000,-671000.0,0.60,0.60
28176569,2022,1000.0,,-1387000.0,-9999.90,-1.55,368000,9,-9999.90,-170.30,-571000,-1345000.0,0.10,0.10
28176569,2021,,,-1125000.0,,0.87,863000,8,,-235.20,750000,-1123000.0,5.10,5.10
28176569,2020,2000.0,-66.70,-632000.0,-1168.50,0.70,272000,6,-1135.20,-370.10,191000,-631000.0,2.30,2.30
28176569,2019,6000.0,-88.00,-617000.0,-649.50,0.44,188000,5,-637.90,-499.60,82000,-617000.0,1.20,1.20
32355893,2023,28000.0,,-838000.0,-1373.80,0.49,468000,7,-1373.80,-113.80,229000,-838000.0,5.50,5.50
32355893,2022,,,-433000.0,-646.30,0.96,1109000,3,-646.30,-30.20,1067000,-433000.0,26.10,26.10
26816366,2024,121000.0,2.50,58000.0,57.00,0.95,324000,1,57.00,23.80,308000,69000.0,17.80,17.80
26816366,2023,118000.0,-14.50,53000.0,55.10,0.94,289000,1,55.10,24.20,272000,65000.0,15.40,15.40
26816366,2022,138000.0,6.20,66000.0,60.90,0.91,263000,1,60.90,36.80,238000,84000.0,10.10,10.10
26816366,2021,130000.0,-36.00,61000.0,59.20,0.93,200000,1,59.20,30.00,186000,77000.0,14.30,14.30
26816366,2020,203000.0,-38.90,102000.0,63.50,0.85,317000,1,63.50,45.70,266000,129000.0,6.60,6.10
27665037,2023,215000.0,117.20,-3213000.0,-618.50,0.45,12283000,19,-473.30,-29.30,5567000,-3247000.0,0.20,0.40
27665037,2022,99000.0,-73.80,-3276000.0,-1412.10,0.78,9744000,20,-1133.00,-29.50,7605000,-3163000.0,0.70,1.60
27665037,2021,378000.0,,-4588000.0,-93.30,0.85,13060000,16,-59.70,-12.10,10881000,-1397000.0,10.50,10.70
27665037,2020,,,-1987000.0,-276.50,-0.59,6809000,13,-169.00,-18.30,826000,-1474000.0,13.20,13.70
27665037,2019,62000.0,59.00,-1556000.0,-276.00,-0.53,4663000,,-229.50,-25.60,594000,-1471000.0,8.30,6.50
32024533,2023,15000.0,-57.10,-30000.0,-38.20,0.32,276000,2,1.80,-10.50,89000,-21000.0,0.30,0.30
32024533,2022,35000.0,54.40,0.0,4.40,0.42,148000,2,15.40,4.10,62000,4000.0,0.30,0.30
32024533,2021,17000.0,,3000.0,7.70,0.65,51000,2,17.30,,33000,4000.0,1.80,1.80
29180041,2023,1824000.0,29.20,-214000.0,-8.00,0.14,2282000,16,-0.40,-16.30,634000,-169000.0,1.50,0.80
29180041,2022,1412000.0,88.50,-364000.0,-20.50,-0.21,1363000,18,-13.10,-51.80,-115000,-353000.0,1.10,0.50
29180041,2021,749000.0,60.00,-421000.0,-51.50,0.20,1144000,11,-39.10,-85.70,249000,-416000.0,2.40,1.40
29180041,2020,468000.0,420.00,-252000.0,-48.90,-0.08,527000,9,-36.90,-100.20,25000,-249000.0,0.60,0.40
29180041,2019,90000.0,2525.00,-96000.0,-90.50,0.14,302000,6,-68.60,-75.40,94000,-95000.0,3.30,2.40
27653386,2023,1774000.0,11.90,-341000.0,-16.70,0.45,3717000,15,6.50,-8.70,1669000,-321000.0,5.10,5.60
27653386,2022,1586000.0,421.70,-670000.0,-36.20,0.47,4259000,14,-19.70,-20.80,2022000,-668000.0,2.60,2.90
27653386,2021,304000.0,-76.20,-738000.0,-192.10,0.31,2806000,13,-146.80,-24.50,866000,-730000.0,0.90,1.70
27653386,2020,1278000.0,535.80,-340000.0,-22.90,0.42,3800000,12,-8.60,-9.80,1604000,-318000.0,3.10,3.30
27653386,2019,201000.0,-76.10,-734000.0,-289.20,0.60,3262000,7,-267.70,-32.40,1944000,-726000.0,7.90,9.70
32813946,2024,,,0.0,,0.00,0,0,,,0,0.0,,
32813946,2023,,,-1000.0,,0.00,0,0,,-85.70,-1000,-1000.0,0.00,0.00
28433393,2024,1452000.0,390.50,123000.0,16.40,0.16,1457000,9,25.00,25.50,725000,240000.0,1.20,1.20
28433393,2023,296000.0,-49.90,-478000.0,-130.30,0.11,955000,11,-99.40,-63.80,307000,-439000.0,0.80,0.80
28433393,2022,591000.0,59.30,-28000.0,-3.90,0.77,757000,9,2.50,-6.10,584000,-25000.0,3.60,3.60
28433393,2021,371000.0,8.50,19000.0,6.20,0.60,187000,,7.40,15.90,150000,24000.0,4.40,4.40
28433393,2020,342000.0,194.80,76000.0,25.00,0.55,174000,,26.10,92.70,132000,95000.0,3.50,3.50
32079657,2024,2329000.0,176.60,54000.0,18.10,0.15,7642000,12,59.30,6.30,1111000,421000.0,0.10,0.10
32079657,2023,842000.0,309.00,-1395000.0,-121.70,0.15,7257000,17,-25.10,-14.90,1057000,-1025000.0,0.10,0.10
32079657,2022,223000.0,,-3098000.0,-1198.30,-0.25,6773000,24,-937.70,-34.50,-1671000,-2768000.0,0.20,0.20
28772846,2023,6000.0,0.00,1000.0,16.70,0.12,17000,,33.30,14.30,2000,1000.0,2.00,2.00
28772846,2022,6000.0,-25.00,0.0,9.10,0.10,10000,,9.10,33.30,1000,1000.0,2.50,2.50
28772846,2021,8000.0,-50.00,-4000.0,-50.00,0.00,3000,,-50.00,-266.70,0,-4000.0,1.50,1.50
28772846,2020,16000.0,2192.30,4000.0,23.50,0.00,2000,,23.50,363.50,0,4000.0,,
28772846,2019,1000.0,245.50,-7000.0,-970.30,0.95,201,,-970.30,-2828.00,191,-7000.0,,
28222051,2023,863000.0,439.40,-85000.0,-8.00,0.52,638000,3,-1.00,-12.60,356000,-70000.0,1.10,1.80
28222051,2022,160000.0,-17.50,-136000.0,-73.90,0.52,719000,2,-49.70,-29.20,343000,-119000.0,1.80,1.50
28222051,2021,194000.0,-4.00,-33000.0,-9.50,0.50,307000,2,6.20,-11.70,182000,-26000.0,1.00,1.00
28222051,2020,202000.0,1.00,3000.0,4.10,-0.09,164000,2,25.30,4.70,15000,9000.0,0.20,0.20
28222051,2019,200000.0,48.10,9000.0,10.00,-0.10,195000,2,41.50,9.70,11000,20000.0,0.10,0.10
29729524,2024,10000.0,-58.30,0.0,0.00,1.00,11000,1,0.00,0.00,11000,0.0,11.00,11.00
29729524,2023,24000.0,-60.70,-5000.0,-20.80,1.00,10000,1,-20.80,-30.30,11000,-5000.0,,
29729524,2022,61000.0,79.40,10000.0,19.70,0.64,25000,1,19.70,82.80,16000,12000.0,2.40,2.40
29729524,2021,34000.0,74.40,1000.0,2.90,1.00,6000,1,5.90,,7000,1000.0,4.00,4.00
29729524,2020,26000.0,,3000.0,11.50,0.86,7000,1,11.50,37.50,6000,3000.0,3.50,3.50
31294371,2023,10000.0,-44.40,-21000.0,-200.00,-0.11,62000,3,-111.10,-22.50,2000,-18000.0,0.00,0.00
31294371,2022,18000.0,20.00,-19000.0,-23.40,0.15,95000,3,-10.90,-19.60,22000,-15000.0,0.60,0.60
31294371,2021,15000.0,,-1000.0,-2.60,0.53,61000,3,2.60,-2.20,50000,-1000.0,1.10,1.10
31294371,2020,,,0.0,,0.62,29000,,,,18000,0.0,14.00,14.00
31528908,2023,55000.0,89.70,4000.0,18.20,-0.10,201000,0,60.00,4.60,-21000,10000.0,1.10,1.10
31528908,2022,29000.0,3766.70,-255000.0,-488.20,-0.11,228000,2,-443.10,-111.40,-26000,-249000.0,1.10,1.10
31528908,2021,1000.0,,-105000.0,-94.30,0.21,266000,3,-83.00,-32.20,55000,-100000.0,3.10,3.10
27200432,2023,197000.0,31.30,-45000.0,-20.30,-3.28,95000,2,6.10,-11.40,-312000,-40000.0,0.20,0.20
27200432,2022,150000.0,13.60,-104000.0,-51.80,-2.14,125000,4,-25.10,-31.40,-268000,-101000.0,0.10,0.10
27200432,2021,132000.0,158.80,-189000.0,-106.90,-0.92,179000,8,-77.00,-59.70,-164000,-186000.0,0.20,0.20
27200432,2020,51000.0,-40.70,-177000.0,-321.80,-0.34,279000,7,-227.30,-72.60,-94000,-177000.0,0.50,0.50
27200432,2019,86000.0,95.50,-43000.0,-46.50,0.44,187000,1,-46.50,-33.90,83000,-40000.0,2.00,2.00
33001528,2024,24000.0,2300.00,-104000.0,-400.00,-0.65,116000,1,-287.50,-77.10,-21000,-96000.0,0.90,0.90
33001528,2023,1000.0,,-27000.0,-342.90,-0.23,95000,,-328.60,-21.10,-22000,-24000.0,4.40,4.60
33001528,2022,,,0.0,,0.00,,,,,0,,,
26748973,2023,1368000.0,3.90,-252000.0,-14.30,0.43,1425000,18,-9.30,-18.20,607000,-219000.0,2.40,2.40
26748973,2022,1317000.0,-5.50,-352000.0,-23.70,0.67,1283000,18,-16.20,-28.70,859000,-343000.0,2.50,2.50
26748973,2021,1393000.0,0.80,101000.0,9.00,0.51,1256000,,16.10,,644000,137000.0,1.50,1.50
26748973,2020,1382000.0,-0.50,101000.0,9.30,0.45,1197000,18,14.70,17.90,543000,135000.0,2.30,2.30
26748973,2019,1389000.0,-1.20,34000.0,2.50,0.66,667000,19,6.40,7.60,442000,36000.0,1.60,1.60
27343935,2023,34000.0,,5000.0,20.60,0.67,15000,,20.60,48.30,14000,7000.0,0.30,0.40
27343935,2022,,,5000.0,,0.28,18000,1,,33.30,11000,5000.0,0.40,0.40
27343935,2021,,,34000.0,,0.00,24000,1,,188.90,0,34000.0,0.80,0.90
27343935,2020,37000.0,,15000.0,43.20,-4.86,7000,,43.20,64.00,-22000,16000.0,0.30,0.30
27343935,2019,,,-8000.0,,-24.50,2000,,,-18.20,-36000,-6000.0,0.00,0.00
32447245,2023,193000.0,2714.60,-109000.0,-56.50,0.17,318000,3,-31.60,-119.10,53000,-109000.0,0.50,0.50
32447245,2022,8000.0,,-102000.0,-463.60,0.47,157000,2,-463.60,-98.40,74000,-102000.0,1.00,1.00
32174419,2023,9000.0,800.00,-91000.0,-1000.00,0.73,135000,2,-1000.00,-50.60,99000,-90000.0,22.00,22.00
